song,artist,difficulty,chart_constant,level,version
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Present,8.2,8,2.0.1
Ether Strike,Akira Complex,Present,8.3,8,1.0.0c
IZANA,t+pazolite vs P*Light,Present,8.3,8,1.0.0c
REKKA RESONANCE,REDALiCE vs Kobaryo,Present,8.3,8,1.3.0
Cyaegha,USAO,Present,8.4,8,1.0.0c
Ringed Genesis,Edelritter,Present,8.4,8,1.0.0c
Pentiment,Nothing But Requiem with Museo,Present,8.4,8,2.0.1
Axium Crisis,ak+q,Present,8.5,8,1.0.0c
Overwhelm,xi,Present,8.5,8,1.2.0
GENOCIDER,DJ Myosuke,Present,8.5,8,2.0.1
PRAGMATISM,Laur,Present,8.6,8,1.0.0c
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Present,8.6,8,1.1.0
Arcana Eden,Team Grimoire vs Sakuzyo vs Laur,Present,8.7,8,2.0.1
Aegleseeker,Silentroom vs Frums,Present,9.1,9,1.2.0
#1f1e33,かめりあ(EDP),Present,9.2,9,1.0.0c
Grievous Lady,Team Grimoire vs Laur,Present,9.3,9,1.0.0c
SAIKYO STRONGER,REDALiCE vs USAO,Present,9.4,9,1.0.0c
Testify,void (Mournfinale) feat. 星熊南巫,Present,9.4,9,2.0.1
Fracture Ray,Sakuzyo,Present,9.5,9,1.0.0c
Tempestissimo,t+pazolite,Present,9.5,9,1.0.0c
dropdead,Frums,Present,9.5,9,1.0.0c
Blossoms,T2Kazuya,Future,7.0,7,1.0.0c
Fairytale,chitose,Future,7.0,7,1.0.0c
Sayonara Hatsukoi,REDSHiFT,Future,7.0,7,1.0.0c
Vexaria,ak+q,Future,7.0,7,1.0.0c
Brand new world,U-ske,Future,7.5,7,1.0.0c
Clotho and the stargazer,しーけー,Future,7.5,7,1.0.0c
Dement ~after legend~,Cosmograph,Future,7.5,7,1.0.0c
First Snow,黒魔,Future,7.5,7,1.0.0c
Infinity Heaven,HyuN,Future,7.5,7,1.0.0c
Paradise,Sound Souler,Future,7.5,7,1.0.0c
Rise,Combatplayer,Future,7.5,7,1.0.0c
Romance Wars,U-ske (feat. lueur),Future,7.5,7,1.0.0c
Suomi,Aire,Future,7.5,7,1.0.0c
inkar-usi,DIA,Future,7.5,7,1.0.0c
Dream goes on,Tiny Minim,Future,7.5,7,2.0.1
Relentless,Akira Complex,Future,8.0,8,1.0.0c
world.execute(me);,Mili,Future,8.0,8,1.0.0c
Prism,bermei.inazawa ft. Chata,Future,8.0,8,2.0.1
Diode,Kolaa,Future,8.1,8,1.0.0c
I've heard it said,Combatplayer,Future,8.1,8,1.0.0c
1F√,WHITEFISTS,Future,8.2,8,1.0.0c
Genesis,Iris,Future,8.2,8,1.0.0c
Lucifer,chitose,Future,8.2,8,1.0.0c
One Last Drive,REDSHiFT,Future,8.2,8,1.0.0c
blue comet,ああああ,Future,8.2,8,1.3.0
Bookmaker (2D Version),Kobaryo,Future,8.3,8,1.0.0c
Dot to Dot feat. shully,Mameyudoufu,Future,8.3,8,1.0.0c
Oblivia,Saiph,Future,8.3,8,1.0.0c
Shades of Light in a Transcendent Realm,ak+q,Future,8.3,8,1.0.0c
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Future,8.3,8,1.0.0c
Altair (feat. *spiLa*),kamome sano & you,Future,8.3,8,2.0.1
san skia,ユアミトス,Future,8.3,8,2.0.1
Ävril -Flicka i krans-,Rigël Theatre,Future,8.3,8,2.0.1
Lumia,sky_delta,Future,8.4,8,1.0.0c
Moonheart,翡乃イスカ,Future,8.4,8,1.0.0c
Purgatorium,お月さま交響曲,Future,8.4,8,1.0.0c
Rabbit In The Black Room,Rabbit House,Future,8.4,8,1.0.0c
Snow White,Puru,Future,8.4,8,1.0.0c
Eccentric Tale,Yamajet,Future,8.4,8,1.2.0
enchanted love,linear ring,Future,8.4,8,1.2.0
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Future,8.4,8,2.0.1
Babaroque,cYsmix,Future,8.5,8,1.0.0c
Chelsea,7mai,Future,8.5,8,1.0.0c
Dandelion,Farhan,Future,8.5,8,1.0.0c
Harutopia ~Utopia of Spring~,A-zu-ra,Future,8.5,8,1.0.0c
Reinvent,Sound Souler,Future,8.5,8,1.0.0c
cry of viyella,Laur,Future,8.5,8,1.0.0c
Cosmica,Nhato,Future,8.5,8,2.0.1
DDD,はがね,Future,8.5,8,2.0.1
FREEF4LL,YUKIYANAGI,Future,8.6,8,1.0.0c
Gekka (Short Version),Nhato,Future,8.6,8,1.0.0c
Grimheart,Puru,Future,8.6,8,1.0.0c
Silent Rush,Soleily,Future,8.6,8,1.0.0c
Call My Name feat. Yukacco,Mameyudoufu,Future,8.7,8,1.0.0c
Senkyou,MYTK,Future,8.7,8,1.0.0c
Beside You,江口孝宏,Future,8.7,8,1.2.0
Paper Witch,Yu-dachi,Future,8.7,8,1.2.0
Lights of Muse,Ayatsugu_Otowa,Future,8.7,8,1.3.0
Quon,DJ Noriken,Future,8.7,8,2.0.1
Antithese,Blacklolita,Future,8.8,8,1.0.0c
Flashback,ARForest,Future,8.8,8,1.0.0c
Solitary Dream,ak+q feat. Sennzai,Future,8.8,8,1.0.0c
Vivid Theory,ak+q,Future,8.8,8,1.0.0c
next to you,uma feat. 橘花音,Future,8.8,8,1.0.0c
Coastal Highway,Glitch Droids,Future,8.8,8,1.2.0
Journey,ARForest,Future,8.8,8,2.0.1
Chronostasis,黒皇帝,Future,8.9,8,1.0.0c
Give Me a Nightmare,アリスシャッハと魔法の楽団,Future,8.9,8,1.0.0c
Maze No.9,アリスシャッハと魔法の楽団,Future,8.9,8,1.0.0c
memoryfactory.lzh,Frums,Future,8.9,8,1.0.0c
MERLIN,REDALiCE,Future,8.9,8,1.1.0
Empire of Winter,Street,Future,9.0,9,1.0.0c
Flyburg and Endroll,アリスシャッハと魔法の楽団,Future,9.0,9,1.0.0c
Kanagawa Cyber Culvert,南ゆに,Future,9.0,9,1.0.0c
ReviXy,ikaruga_nex,Future,9.0,9,1.0.0c
Jump,Rasmus Faber,Future,9.0,9,1.2.0
Turbocharger,A/I,Future,9.0,9,1.2.0
Last,onoken,Future,9.0,9,2.0.1
Blue Rose,Cosmograph,Future,9.1,9,1.0.0c
Essence of Twilight,ak+q,Future,9.1,9,1.0.0c
Faint Light (Arcaea Edit),Taishi,Future,9.1,9,1.0.0c
Iconoclast,Yamajet,Future,9.1,9,1.0.0c
La'qryma of the Wasteland,DJ Noriken,Future,9.1,9,1.0.0c
dropdead,Frums,Future,9.1,8,1.0.0c
qualia -ideaesthesia-,nitro,Future,9.1,9,1.0.0c
Alice's Suitcase,Endorfin.,Future,9.1,9,1.2.0
Life is PIANO,Junk,Future,9.1,9,1.2.0
Small Cloud Sugar Candy,テヅカ x Aoi feat. 桃雛なの,Future,9.1,9,1.3.0
Libertas,Zekk,Future,9.2,9,1.0.0c
Lost Civilization,Laur vs CK,Future,9.2,9,1.0.0c
Phantasia,Yunosuke,Future,9.2,9,1.0.0c
Rugie,Feryquitous feat. Sennzai,Future,9.2,9,1.0.0c
Strongholds,Yooh,Future,9.2,9,1.0.0c
Alice à la mode,Masanori Akita,Future,9.2,9,1.2.0
Dancin' on a Cat's Paw,Ino(chronoize),Future,9.2,9,2.0.1
Redraw the Colorless World,MisomyL,Future,9.2,9,2.0.1
Auxesia,ginkiha,Future,9.3,9,1.0.0c
Blaster,Massive New Krew,Future,9.3,9,1.0.0c
Blocked Library,影虎。,Future,9.3,9,1.0.0c
Feels So Right feat. Renko,Mysteka,Future,9.3,9,1.0.0c
GOODTEK (Arcaea Edit),EBIMAYO,Future,9.3,9,1.0.0c
Ignotus,ak+q,Future,9.3,9,1.0.0c
Syro,Mitomoro,Future,9.3,9,1.0.0c
Glow,SPACELECTRO,Future,9.3,9,1.2.0
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Future,9.3,9,1.3.0
False Embellishment,影虎。& ikaruga_nex,Future,9.3,9,1.3.0
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Future,9.3,9,2.0.1
Sakura Fubuki,Street,Future,9.3,9,2.0.1
AI[UE]OON,MYUKKE.,Future,9.4,9,1.0.0c
Be There,PSYQUI,Future,9.4,9,1.0.0c
CROSS†OVER,HyuN feat. LyuU,Future,9.4,9,1.0.0c
CROSS†SOUL,HyuN feat. Syepias,Future,9.4,9,1.0.0c
Dreamin' Attraction!!,翡乃イスカ,Future,9.4,9,1.0.0c
Equilibrium,Maozon,Future,9.4,9,1.0.0c
Impure Bird,MIssionary,Future,9.4,9,1.0.0c
Party Vinyl,モリモリあつし,Future,9.4,9,1.0.0c
Red and Blue,Silentroom,Future,9.4,9,1.0.0c
VECTOЯ,WHITEFISTS,Future,9.4,9,1.0.0c
Crystal Gravity,Tanchiky vs. siromaru,Future,9.4,9,1.2.0
Lapis,SHIKI,Future,9.4,9,1.2.0
Final Step!,Lime,Future,9.4,9,1.3.0
Head BONK ache,saaa ft. MC iwata Bros.,Future,9.4,9,2.0.1
Let you DIVE! (nitro rmx),nitro (lowiro),Future,9.4,9,2.0.1
lastendconductor,zts,Future,9.4,9,2.0.1
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Future,9.4,9,2.0.1
Cybernecia Catharsis,Tanchiky,Future,9.5,9,1.0.0c
DataErr0r,Cosmograph,Future,9.5,9,1.0.0c
Illegal Paradise,gmtn. (witch's slave),Future,9.5,9,1.0.0c
MAHOROBA,Zekk,Future,9.5,9,1.0.0c
OMAKENO Stroke,t+pazolite,Future,9.5,9,1.1.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Future,9.5,9,1.2.0
Evening in Scarlet,Freezer feat.妃莓,Future,9.5,9,2.0.1
NULCTRL,Silentroom,Future,9.5,9,2.0.1
Specta,Junk,Future,9.5,9,2.0.1
A Wandering Melody of Love,からとP⍺ոchii少年 feat.はるの,Future,9.6,9,1.0.0c
Astral tale,Noah,Future,9.6,9,1.0.0c
Avant Raze,Sampling Masters MEGA,Future,9.6,9,1.0.0c
Fallensquare,Silentroom,Future,9.6,9,1.0.0c
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Future,9.6,9,1.0.0c
Vindication,Laur,Future,9.6,9,1.0.0c
carmine:scythe,かゆき,Future,9.6,9,1.0.0c
Purple Verse,Hommarju,Future,9.6,9,1.2.0
ENERGY SYNERGY MATRIX,Tanchiky,Future,9.6,9,1.3.0
Loveless Dress,かねこちはる,Future,9.6,9,2.0.1
Quon,Feryquitous,Future,9.6,9,2.0.1
Altale,Sakuzyo,Future,9.7,9+,1.0.0c
BADTEK,EBIMAYO,Future,9.7,9+,1.0.0c
BATTLE NO.1,TANO*C Sound Team,Future,9.7,9+,1.0.0c
BLRINK,Sta,Future,9.7,9+,1.0.0c
Black Lotus,wa.,Future,9.7,9+,1.0.0c
Dreadnought,Mastermind (xi+nora2r),Future,9.7,9+,1.0.0c
Filament,Puru,Future,9.7,9+,1.0.0c
Lethaeus,Silentroom,Future,9.7,9+,1.0.0c
Monochrome Princess,polysha,Future,9.7,9+,1.0.0c
SUPERNOVA,BACO,Future,9.7,9+,1.0.0c
Sulfur,ぺのれり,Future,9.7,9+,1.0.0c
The Message,Jun Kuroda,Future,9.7,9+,1.0.0c
amygdata,nitro,Future,9.7,9+,1.0.0c
nέo κósmo,ak+q × Street,Future,9.7,9+,1.0.0c
Heart Jackin',Yu_Asahina,Future,9.7,9+,1.2.0
Vandalism,Ashrount,Future,9.7,9+,1.2.0
AlterAle,Arik Kau Delay (アラ & かゆき & でり),Future,9.7,9+,1.3.0
Mazy Metroplex,aran,Future,9.7,9+,2.0.1
goldenslaughterer,zts,Future,9.7,9+,2.0.1
µ,Frums,Future,9.7,9+,2.0.1
Black Territory,DJ Myosuke,Future,9.8,9+,1.0.0c
Corruption,3R2,Future,9.8,9+,1.0.0c
Einherjar Joker,DJ Genki vs Gram,Future,9.8,9+,1.0.0c
Galaxy Friends,Kobaryo,Future,9.8,9+,1.0.0c
Heavenly caress,Noah,Future,9.8,9+,1.0.0c
Lost Desire,Powerless feat. Sennzai,Future,9.8,9+,1.0.0c
Memory Forest,ETIA.,Future,9.8,9+,1.0.0c
Scarlet Cage,Daisuke Kurosawa,Future,9.8,9+,1.0.0c
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Future,9.8,9+,1.1.0
Got hive of Ra,E.G.G.,Future,9.8,9+,1.1.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Future,9.8,9+,1.2.0
Haze of Autumn,karatoPαnchii feat. はるの,Future,9.8,9+,1.3.0
THE ULTIMACY,Massive New Krew vs aran,Future,9.8,9+,1.3.0
Xeraphinite,BlackY,Future,9.8,9+,1.3.0
Ascent,TANUKI,Future,9.8,9+,2.0.1
Callima Karma,t+pazolite vs Feryquitous,Future,9.8,9+,2.0.1
Defection,TeddyLoid feat. DELTA,Future,9.8,9+,2.0.1
Macrocosmic Modulation,JAKAZiD,Future,9.8,9+,2.0.1
Protoflicker,Silentroom,Future,9.8,9+,2.0.1
init(),kamome sano,Future,9.8,9+,2.0.1
Antagonism,Yooh vs. siromaru,Future,9.9,9+,1.0.0c
Arcahv,Feryquitous,Future,9.9,9+,1.0.0c
Heavensdoor,LeaF,Future,9.9,9+,1.0.0c
Nhelv,Silentroom,Future,9.9,9+,1.0.0c
SOUNDWiTCH,HATE,Future,9.9,9+,1.0.0c
Summer Fireworks of Love,karatoPαnchii feat. はるの,Future,9.9,9+,1.3.0
"Infinite Strife,",BlackYooh vs. siromaru,Future,9.9,9+,2.0.1
Trap Crow,Puru,Future,9.9,9+,2.0.1
World Ender,sasakure.UK × TJ.hangneil,Future,9.9,9+,2.0.1
Alexandrite,WAiKURO,Future,10.0,10,1.0.0c
Mirzam,Aoi vs. siqlo,Future,10.0,10,1.0.0c
Modelista,HiTECH NINJA,Future,10.0,10,1.0.0c
Vicious Heroism,Kobaryo,Future,10.0,10,1.0.0c
trappola bewitching,gmtn.,Future,10.0,10,1.0.0c
Bamboo,立秋 feat.ちょこ,Future,10.0,10,1.2.0
HIVEMIND,かたぎり,Future,10.0,10,1.3.0
Xanatos,Tatsh,Future,10.0,10,1.3.0
PRAGMATISM,Laur,Future,10.1,10,1.0.0c
Sheriruth,Team Grimoire,Future,10.1,10,1.0.0c
Scarlet Lance,MASAKI (ZUNTATA),Future,10.1,10,1.1.0
Malicious Mischance,s-don,Future,10.2,10,1.0.0c
conflict,siromaru + cranky,Future,10.2,10,1.0.0c
Löschen,BlackY feat. Risa Yuzuki,Future,10.2,10,1.2.0
G e n g a o z o,-45,Future,10.2,10,1.3.0
Medusa,HiTECH NINJA,Future,10.2,10,1.3.0
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Future,10.2,10,2.0.1
Redolent Shape,Sanaas,Future,10.2,10,2.0.1
Ether Strike,Akira Complex,Future,10.3,10,1.0.0c
IZANA,t+pazolite vs P*Light,Future,10.3,10,1.0.0c
Metallic Punisher,INNOCENT NOIZE,Future,10.3,10,1.0.0c
Nirv lucE,しーけー,Future,10.3,10,1.0.0c
To: Alice Liddell,モリモリあつし,Future,10.3,10,1.2.0
Pentiment,Nothing But Requiem with Museo,Future,10.3,10,2.0.1
Valhalla:0,Juggernaut.,Future,10.4,10,1.0.0c
Felis,M2U,Future,10.4,10,1.2.0
GIMME DA BLOOD,C-Show,Future,10.4,10,2.0.1
Kissing Lucifer,ETIA.,Future,10.4,10,2.0.1
PUPA,モリモリあつし,Future,10.4,10,2.0.1
γuarδina,Aoi,Future,10.4,10,2.0.1
Lightning Screw,HiTECH NINJA,Future,10.5,10,1.0.0c
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Future,10.5,10,1.1.0
Arcana Eden,Team Grimoire vs Sakuzyo vs Laur,Future,10.5,10,2.0.1
XTREME,USAO,Future,10.5,10,2.0.1
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Future,10.5,10,2.0.1
GLORY：ROAD,uma vs. モリモリあつし,Future,10.6,10,1.0.0c
corps-sans-organes,cybermiso,Future,10.6,10,1.0.0c
Overwhelm,xi,Future,10.6,10,1.2.0
AttraqtiA,かめりあ,Future,10.6,10,1.3.0
Seclusion,Laur feat. Sennzai,Future,10.6,10,1.3.0
Live Fast Die Young,anubasu-anubasu,Future,10.6,10,2.0.1
Sheriruth (Laur Remix),Laur,Future,10.6,10,2.0.1
cyanine,jioyi,Future,10.6,10,2.0.1
Axium Crisis,ak+q,Future,10.7,10+,1.0.0c
Cyaegha,USAO,Future,10.7,10+,1.0.0c
Halcyon,xi,Future,10.7,10+,1.0.0c
Singularity,ETIA.,Future,10.7,10+,1.0.0c
Tempestissimo,t+pazolite,Future,10.7,10+,1.0.0c
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Future,10.7,10+,1.1.0
REKKA RESONANCE,REDALiCE vs Kobaryo,Future,10.7,10+,1.3.0
GENOCIDER,DJ Myosuke,Future,10.7,10+,2.0.1
Stasis,Maozon,Future,10.7,10+,2.0.1
Ringed Genesis,Edelritter,Future,10.8,10+,1.0.0c
Divine Light of Myriad,yoho,Future,10.8,10+,1.3.0
Meta-Mysteria,DJ Noriken,Future,10.8,10+,2.0.1
Testify,void (Mournfinale) feat. 星熊南巫,Future,10.8,10+,2.0.1
#1f1e33,かめりあ(EDP),Future,10.9,10+,1.0.0c
Dantalion,Team Grimoire,Future,10.9,10+,1.0.0c
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Future,10.9,10+,1.1.0
SAIKYO STRONGER,REDALiCE vs USAO,Future,11.0,11,1.0.0c
Aegleseeker,Silentroom vs Frums,Future,11.1,11,1.2.0
Fracture Ray,Sakuzyo,Future,11.3,11,1.0.0c
Grievous Lady,Team Grimoire vs Laur,Future,11.3,11,1.0.0c
Last | Moment,onoken,Beyond,9.6,9,2.0.1
Last | Eternity,onoken,Beyond,9.7,9+,2.0.1
"Infinite Strife,",BlackYooh vs. siromaru,Beyond,10.9,10+,2.0.1
World Ender,sasakure.UK × TJ.hangneil,Beyond,11.2,11,2.0.1
Arcana Eden,Team Grimoire vs Sakuzyo vs Laur,Beyond,11.4,11,2.0.1
Pentiment,Nothing But Requiem with Museo,Beyond,11.4,11,2.0.1
Tempestissimo,t+pazolite,Beyond,11.5,11,1.0.0c
Testify,void (Mournfinale) feat. 星熊南巫,Beyond,12.0,12,2.0.1
